participant,task,technique,block,distance,repetition,trial,time,overshoot,success
1,Move,ForceEdge,1,135,4,0,4.68323397636414,74.48046875,True
1,Move,ForceEdge,1,135,5,0,6.62350398302078,115.48046875,True
1,Move,ForceEdge,1,250,1,0,10.7299460172653,271.48046875,True
1,Move,ForceEdge,1,250,2,0,4.55963599681854,327.73828125,True
1,Move,ForceEdge,1,250,3,0,5.90396201610565,218.9140625,True
1,Move,ForceEdge,1,250,4,0,3.11402297019958,324.12890625,True
1,Move,ForceEdge,1,250,5,0,5.08334499597549,129.56640625,True
1,Move,ForceEdge,2,15,1,0,0.549040973186493,0,False
1,Move,ForceEdge,2,15,1,1,0.115870952606201,113.04296875,False
1,Move,ForceEdge,2,15,1,2,2.19788300991058,107.73828125,True
1,Move,ForceEdge,2,15,2,0,1.79441696405411,124.21875,True
1,Move,ForceEdge,2,15,3,0,1.71336901187897,136.17578125,True
1,Move,ForceEdge,2,15,4,0,4.41628795862198,459.04296875,True
1,Move,ForceEdge,2,15,5,0,2.38540196418762,156,True
1,Move,ForceEdge,2,135,1,0,3.62812203168869,396.82421875,False
1,Move,ForceEdge,2,135,1,1,3.0372279882431,129.04296875,True
1,Move,ForceEdge,2,135,2,0,4.75534802675247,160.4765625,True
1,Move,ForceEdge,2,135,3,0,4.24090200662613,185.47265625,True
1,Move,ForceEdge,2,135,4,0,3.36726295948029,573.8203125,True
1,Move,ForceEdge,2,135,5,0,4.84531301259995,766.38671875,True
1,Move,ForceEdge,2,250,1,0,4.36342203617096,127.99609375,True
1,Move,ForceEdge,2,250,2,0,4.35422903299332,150.9921875,True
1,Move,ForceEdge,2,250,3,0,4.44275498390198,128.69140625,True
1,Move,ForceEdge,2,250,4,0,3.13685697317123,53.515625,True
1,Move,ForceEdge,2,250,5,0,4.43523705005646,131.734375,True
1,Move,ForceEdge,3,15,1,0,2.04762399196625,39.51953125,True
1,Move,ForceEdge,3,15,2,0,2.1080549955368,116.5625,True
1,Move,ForceEdge,3,15,3,0,3.41770297288895,471.953125,True
1,Move,ForceEdge,3,15,4,0,2.77640497684479,125.5625,True
1,Move,ForceEdge,3,15,5,0,1.93619602918625,54.4296875,True
1,Move,ForceEdge,3,135,1,0,3.90980499982834,165.30078125,True
1,Move,ForceEdge,3,135,2,0,3.31110894680023,124,True
1,Move,ForceEdge,3,135,3,0,2.59260898828507,155.9140625,True
1,Move,ForceEdge,3,135,4,0,2.34088200330734,166.95703125,True
1,Move,ForceEdge,3,135,5,0,2.96467399597168,98.4765625,True
1,Move,ForceEdge,3,250,1,0,4.25804698467255,467.5234375,True
1,Move,ForceEdge,3,250,2,0,4.29320502281189,106.9609375,True
1,Move,ForceEdge,3,250,3,0,4.08957499265671,1170.17578125,True
1,Move,ForceEdge,3,250,4,0,3.95134896039963,118.30859375,True
1,Move,ForceEdge,3,250,5,0,3.49907696247101,139.046875,True
1,Move,Baseline,1,15,1,0,0.835211992263794,0,False
1,Move,Baseline,1,15,1,1,5.1664320230484,154.00390625,True
1,Move,Baseline,1,15,2,0,10.5277099609375,0,False
1,Move,Baseline,1,15,2,1,2.86287802457809,110.1796875,True
1,Move,Baseline,1,15,3,0,2.15865498781204,106.046875,True
1,Move,Baseline,1,15,4,0,2.27844500541687,171.3515625,True
1,Move,Baseline,1,15,5,0,4.38224703073502,200.87109375,True
1,Move,Baseline,1,135,1,0,10.7836369872093,197.046875,True
1,Move,Baseline,1,135,2,0,13.7060840129852,97.00390625,True
1,Move,Baseline,1,135,3,0,10.603002011776,134.65234375,True
1,Move,Baseline,1,135,4,0,9.87508004903793,140.00390625,True
1,Move,Baseline,1,135,5,0,10.7842390537262,164.78515625,True
1,Move,Baseline,1,250,1,0,17.6018159985542,182.69921875,True
1,Move,Baseline,1,250,2,0,29.922789990902,153.5234375,True
1,Move,Baseline,1,250,3,0,16.1950000524521,159.26171875,True
1,Move,Baseline,1,250,4,0,16.7360929846764,120,True
1,Move,Baseline,1,250,5,0,18.9640460014343,131.828125,False
1,Move,Baseline,1,250,5,1,20.561479985714,122.73828125,True
1,Move,Baseline,2,15,1,0,3.4206919670105,178.08984375,True
1,Move,Baseline,2,15,2,0,2.57125794887543,98.69921875,True
1,Move,Baseline,2,15,3,0,2.99644500017166,58.00390625,True
1,Move,Baseline,2,15,4,0,3.42531102895737,89.65625,True
1,Move,Baseline,2,15,5,0,3.27749198675156,80.65625,True
1,Move,Baseline,2,135,1,0,7.2935049533844,249.83203125,True
1,Move,Baseline,2,135,2,0,8.0793200135231,529.046875,True
1,Move,Baseline,2,135,3,0,5.94734299182892,342.9609375,True
1,Move,Baseline,2,135,4,0,7.7270200252533,72.83203125,True
1,Move,Baseline,2,135,5,0,9.7387689948082,219.875,True
1,Move,Baseline,2,250,1,0,9.92791599035263,321.1796875,True
1,Move,Baseline,2,250,2,0,9.4679359793663,114.44140625,True
1,Move,Baseline,2,250,3,0,8.04820400476456,378.00390625,True
1,Move,Baseline,2,250,4,0,8.36858296394348,304.22265625,True
1,Move,Baseline,2,250,5,0,6.42646998167038,95.13671875,True
1,Move,Baseline,3,15,1,0,2.1674810051918,179.00390625,False
1,Move,Baseline,3,15,1,1,2.47045296430588,253.5703125,True
1,Move,Baseline,3,15,2,0,2.68338799476623,71.08984375,True
1,Move,Baseline,3,15,3,0,2.06667000055313,97.65625,True
1,Move,Baseline,3,15,4,0,1.73463499546051,126.78515625,True
1,Move,Baseline,3,15,5,0,3.31895500421524,161.39453125,True
1,Move,Baseline,3,135,1,0,14.3947860002518,298.484375,True
1,Move,Baseline,3,135,2,0,6.42367500066757,402.3984375,True
1,Move,Baseline,3,135,3,0,4.51564502716065,155.1328125,True
1,Move,Baseline,3,135,4,0,6.77786296606064,154.17578125,True
1,Move,Baseline,3,135,5,0,5.79326498508453,149.00390625,True
1,Move,Baseline,3,250,1,0,14.1904780268669,344.22265625,True
1,Move,Baseline,3,250,2,0,8.14577496051788,264.01171875,False
1,Move,Baseline,3,250,2,1,10.7583270072937,302.3984375,True
1,Move,Baseline,3,250,3,0,9.81484299898148,226.00390625,True
1,Move,Baseline,3,250,4,0,11.7176910042763,119.00390625,True
1,Move,Baseline,3,250,5,0,9.53856801986694,195.00390625,True
1,Select,ForceEdge,1,15,1,0,2.51069098711014,196.65153503418,True
1,Select,ForceEdge,1,15,2,0,2.11985796689987,124.671371459961,True
1,Select,ForceEdge,1,15,3,0,1.40004700422287,39.4292449951172,True
1,Select,ForceEdge,1,15,4,0,1.72751098871231,83.6306762695312,True
1,Select,ForceEdge,1,15,5,0,0.375230014324188,0,False
1,Select,ForceEdge,1,15,5,1,2.16409701108932,254.856979370117,True
1,Select,ForceEdge,1,135,1,0,4.90479296445847,357.032028198242,True
1,Select,ForceEdge,1,135,2,0,4.34504401683807,167.098571777344,True
1,Select,ForceEdge,1,135,3,0,0.161265969276428,0,False
1,Select,ForceEdge,1,135,3,1,0.908963024616241,0,False
1,Select,ForceEdge,1,135,3,2,3.05903595685959,148.404190063477,True
1,Select,ForceEdge,1,135,4,0,2.28594702482224,166.387023925781,True
1,Select,ForceEdge,1,135,5,0,2.64537698030472,230.970703125,True
1,Select,ForceEdge,1,250,1,0,4.7817850112915,312.514556884766,True
1,Select,ForceEdge,1,250,2,0,4.37999796867371,215.943099975586,True
1,Select,ForceEdge,1,250,3,0,3.78630095720291,135.817031860352,True
1,Select,ForceEdge,1,250,4,0,3.90865796804428,199.447738647461,True
1,Select,ForceEdge,1,250,5,0,5.40807002782822,181.552856445312,True
1,Select,ForceEdge,2,15,1,0,4.37999999523163,1335.34684753418,False
1,Select,ForceEdge,2,15,1,1,1.57035201787949,45.2179412841797,True
1,Select,ForceEdge,2,15,2,0,1.76985001564026,52.4994964599609,True
1,Select,ForceEdge,2,15,3,0,1.46985101699829,53.9956512451172,True
1,Select,ForceEdge,2,15,4,0,1.9281650185585,45.5838012695312,True
1,Select,ForceEdge,2,15,5,0,2.06382596492767,22.0718231201172,True
1,Select,ForceEdge,2,135,1,0,4.08879500627518,143.723434448242,True
1,Select,ForceEdge,2,135,2,0,3.79606294631958,115.137634277344,True
1,Select,ForceEdge,2,135,3,0,3.23806399106979,109.529190063477,True
1,Select,ForceEdge,2,135,4,0,3.00313204526901,210.562805175781,True
1,Select,ForceEdge,2,135,5,0,3.49503499269486,120.794921875,True
1,Select,ForceEdge,2,250,1,0,5.58847099542618,502.643463134766,True
1,Select,ForceEdge,2,250,2,0,3.70728498697281,158.247787475586,True
1,Select,ForceEdge,2,250,3,0,3.68625497817993,306.512344360352,True
1,Select,ForceEdge,2,250,4,0,6.81939297914505,1424.97117614746,True
1,Select,ForceEdge,2,250,5,0,4.45824199914932,566.771606445312,False
1,Select,ForceEdge,2,250,5,1,3.76304894685745,457.470825195312,True
1,Select,ForceEdge,3,15,1,0,2.49869000911713,200.78434753418,True
1,Select,ForceEdge,3,15,2,0,1.9271200299263,169.761215209961,True
1,Select,ForceEdge,3,15,3,0,1.80573600530624,202.823776245117,True
1,Select,ForceEdge,3,15,4,0,1.58466798067093,28.7595825195312,True
1,Select,ForceEdge,3,15,5,0,1.89565497636795,54.0757293701172,True
1,Select,ForceEdge,3,135,1,0,5.10712403059006,337.293746948242,True
1,Select,ForceEdge,3,135,2,0,5.34103399515152,656.661071777344,True
1,Select,ForceEdge,3,135,3,0,3.29433399438858,350.134658813477,True
1,Select,ForceEdge,3,135,4,0,3.02517598867416,293.816711425781,True
1,Select,ForceEdge,3,135,5,0,2.42147696018219,112.439453125,True
1,Select,ForceEdge,3,250,1,0,3.64109998941422,494.069244384766,True
1,Select,ForceEdge,3,250,2,0,3.62865400314331,123.064193725586,True
1,Select,ForceEdge,3,250,3,0,3.24926102161408,115.067031860352,True
1,Select,ForceEdge,3,250,4,0,3.55162000656128,106.350082397461,True
1,Select,ForceEdge,3,250,5,0,7.52483195066452,549.892700195312,True
1,Select,Baseline,1,15,1,0,2.72298002243042,78.4679412841797,True
1,Select,Baseline,1,15,2,0,2.02866804599762,284.616683959961,True
1,Select,Baseline,1,15,3,0,2.16246497631073,128.331588745117,True
1,Select,Baseline,1,15,4,0,2.2297739982605,219.658020019531,True
1,Select,Baseline,1,15,5,0,1.78277999162674,259.755416870117,True
1,Select,Baseline,1,135,1,0,5.7446660399437,445.102340698242,True
1,Select,Baseline,1,135,2,0,2.01853102445602,342.391540527344,True
1,Select,Baseline,1,135,3,0,3.8325719833374,689.790908813477,True
1,Select,Baseline,1,135,4,0,0.550786972045898,0,False
1,Select,Baseline,1,135,4,1,4.64777797460556,767.562805175781,True
1,Select,Baseline,1,135,5,0,3.77488797903061,496.185546875,True
1,Select,Baseline,1,250,1,0,4.91388195753098,277.073150634766,True
1,Select,Baseline,1,250,2,0,3.26924401521683,436.372787475586,True
1,Select,Baseline,1,250,3,0,4.13269799947739,743.805313110352,True
1,Select,Baseline,1,250,4,0,3.3252010345459,347.143051147461,True
1,Select,Baseline,1,250,5,0,5.9348149895668,1148.67785644531,True
1,Select,Baseline,2,15,1,0,2.4091619849205,526.95622253418,True
1,Select,Baseline,2,15,2,0,1.70665997266769,135.456527709961,True
1,Select,Baseline,2,15,3,0,1.53571897745132,150.390182495117,True
1,Select,Baseline,2,15,4,0,2.06183797121048,195.107238769531,True
1,Select,Baseline,2,15,5,0,2.78937304019928,109.556198120117,True
1,Select,Baseline,2,135,1,0,6.15835702419281,1090.25077819824,True
1,Select,Baseline,2,135,2,0,4.60101395845413,914.786071777344,True
1,Select,Baseline,2,135,3,0,3.71876502037048,1040.43544006348,True
1,Select,Baseline,2,135,4,0,3.2364239692688,362.769836425781,True
1,Select,Baseline,2,135,5,0,3.94264400005341,283.392578125,True
1,Select,Baseline,2,250,1,0,5.08248901367188,737.229400634766,True
1,Select,Baseline,2,250,2,0,5.35303801298141,765.204818725586,True
1,Select,Baseline,2,250,3,0,4.23254001140594,455.422500610352,True
1,Select,Baseline,2,250,4,0,3.88503098487854,454.228988647461,True
1,Select,Baseline,2,250,5,0,4.11055099964142,494.244262695312,True
1,Select,Baseline,3,15,1,0,3.51603502035141,937.29997253418,True
1,Select,Baseline,3,15,2,0,1.67991501092911,146.284652709961,True
1,Select,Baseline,3,15,3,0,1.32265096902847,186.167526245117,True
1,Select,Baseline,3,15,4,0,1.86366504430771,83.1931762695312,True
1,Select,Baseline,3,15,5,0,2.20676702260971,143.685104370117,True
1,Select,Baseline,3,135,1,0,4.88138097524643,1060.14921569824,True
1,Select,Baseline,3,135,2,0,3.11326402425766,340.348571777344,True
1,Select,Baseline,3,135,3,0,3.67383903264999,533.439346313477,True
1,Select,Baseline,3,135,4,0,4.81525301933289,1090.95343017578,True
1,Select,Baseline,3,135,5,0,4.49167400598526,869.091796875,True
1,Select,Baseline,3,250,1,0,5.13830596208572,738.897369384766,True
1,Select,Baseline,3,250,2,0,4.02914696931839,745.111068725586,True
1,Select,Baseline,3,250,3,0,4.06330102682114,608.332656860352,True
1,Select,Baseline,3,250,4,0,4.51456099748612,853.834457397461,True
1,Select,Baseline,3,250,5,0,6.32666999101639,1107.36926269531,True
10,Select,Baseline,1,15,1,0,6.80076903104782,932.15934753418,True
10,Select,Baseline,1,15,2,0,2.61036503314972,140.194808959961,True
10,Select,Baseline,1,15,3,0,2.79980802536011,56.7769012451172,True
10,Select,Baseline,1,15,4,0,2.75508296489716,34.8377075195312,True
10,Select,Baseline,1,15,5,0,0.0957620143890381,0,False
10,Select,Baseline,1,15,5,1,2.25401902198792,67.7671356201172,True
10,Select,Baseline,1,135,1,0,5.97090601921082,270.473434448242,True
10,Select,Baseline,1,135,2,0,5.99203497171402,211.137634277344,True
10,Select,Baseline,1,135,3,0,5.94569802284241,39.8729400634766,True
10,Select,Baseline,1,135,4,0,5.85676896572113,1227.07452392578,True
10,Select,Baseline,1,135,5,0,5.43319499492645,284.853515625,True
10,Select,Baseline,1,250,1,0,5.64475899934769,1237.19424438477,True
10,Select,Baseline,1,250,2,0,3.14933896064758,289.970443725586,True
10,Select,Baseline,1,250,3,0,7.90650898218155,1260.80531311035,True
10,Select,Baseline,1,250,4,0,5.37773102521896,330.674301147461,True
10,Select,Baseline,1,250,5,0,3.32655298709869,290.541137695312,True
